Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,AvgMonthlySpend
5,0,24,1,3350,59,7,20,3,1,1,30,164.36,0,6.848333333333334
5,0,17,1,1820,24,24,11,3,1,1,30,169.76,0,9.985882352941175
19,0,16,2,6518,139,81,39,2,2,1,25,664.065,0,41.5040625
15,0,14,1,9058,169,69,37,5,1,1,55,241.905,0,17.278928571428573
11,0,15,4,2978,43,27,16,3,1,1,30,228.84,0,15.256
5,0,8,2,4515,38,211,7,3,1,1,30,1026.12,0,128.265
6,1,8,2,1613,17,7,4,3,1,1,30,93.2,1,11.65
17,0,40,3,5275,87,33,34,3,1,1,30,346.48,0,8.662
9,0,41,0,1223,21,35,21,3,1,2,30,189.76,0,4.628292682926829
19,0,39,3,3358,76,387,41,3,1,1,30,1685.36,0,43.21435897435897
19,0,40,3,5103,82,29,52,1,1,1,15,444.675,0,11.116875
12,0,40,3,3298,74,30,50,2,1,1,25,286.74,0,7.1685
20,0,40,4,4680,98,60,45,3,1,1,30,431.12,0,10.778
13,0,40,3,3265,55,313,35,4,1,1,45,865.5,0,21.6375
22,1,39,5,10020,137,172,60,3,1,1,30,1094.28,0,28.058461538461536
16,0,40,3,14678,185,28,61,3,1,1,30,706.52,0,17.663
16,0,40,4,5420,99,30,42,3,1,1,30,340.76,0,8.519
15,0,40,3,6823,111,35,29,3,1,1,30,417.36,0,10.434000000000001
18,0,40,0,3143,70,36,34,3,1,2,30,272.52,0,6.813
34,1,40,6,16045,241,82,49,3,2,1,30,979.44,0,24.486
13,0,40,4,4000,43,511,25,4,1,1,45,1378.575,0,34.464375000000004
18,0,39,3,16390,198,178,47,2,1,1,25,1547.46,0,39.67846153846154
12,0,39,4,7405,102,214,43,3,1,1,30,1156.28,0,29.648205128205127
9,0,39,0,1780,30,28,28,2,1,2,25,207.45,0,5.319230769230769
11,0,40,0,1615,30,41,25,3,1,2,30,229.8,0,5.745
9,1,39,0,905,16,28,17,2,1,2,25,167.445,1,4.293461538461538
12,0,39,3,8413,143,412,60,3,1,1,30,1990.24,0,51.03179487179487
16,0,39,4,12370,170,39,64,4,1,1,45,411.0,0,10.538461538461538
17,0,39,4,7623,91,136,54,2,2,1,25,959.13,0,24.59307692307692
32,1,35,0,1860,63,44,34,3,1,2,30,252.92,1,7.226285714285714
30,0,38,1,11340,109,29,59,5,1,1,55,215.235,0,5.664078947368421
22,0,38,4,6723,114,54,41,3,1,1,30,489.48,0,12.881052631578948
10,0,36,3,3745,38,28,31,3,1,1,30,263.32,0,7.314444444444444
18,1,37,0,3895,57,37,33,3,1,2,30,306.08,1,8.272432432432431
18,0,38,0,3173,60,62,48,4,1,2,45,235.825,1,6.205921052631578
9,0,38,0,1038,18,28,19,3,1,2,30,154.24,1,4.058947368421053
10,0,38,3,2573,41,28,23,4,1,1,45,135.35,0,3.5618421052631577
12,0,35,4,7690,113,42,39,5,1,1,55,180.045,0,5.144142857142857
9,0,38,0,1533,23,37,21,4,1,2,45,131.4,1,3.4578947368421056
9,0,38,4,1243,20,32,19,5,1,1,55,66.945,0,1.7617105263157893
34,0,33,6,16980,254,28,97,2,2,1,25,901.53,0,27.319090909090907
15,0,36,6,7870,132,299,50,3,2,1,30,1516.08,0,42.11333333333333
11,0,38,3,4623,98,30,45,3,1,1,30,308.84,0,8.127368421052632
12,1,37,0,2570,60,66,37,4,1,2,45,230.75,1,6.236486486486487
15,0,38,3,3685,69,203,40,2,1,1,25,1082.43,0,28.485000000000003
13,0,29,4,2220,52,221,28,3,2,1,30,974.88,0,33.61655172413793
13,0,28,3,2473,55,58,85,5,1,1,55,124.92,0,4.461428571428572
20,0,29,0,1605,41,38,24,3,1,2,30,217.84,0,7.511724137931035
9,0,28,0,1730,26,49,20,4,1,2,45,166.4,0,5.942857142857143
19,0,27,3,2130,48,47,30,2,1,1,25,309.51,0,11.463333333333333
11,0,27,3,4130,77,36,40,3,1,1,30,312.28,0,11.565925925925924
11,0,20,3,2600,42,56,31,3,1,1,30,329.68,0,16.484
25,0,19,4,7298,157,113,59,2,2,1,25,843.975,0,44.419736842105266
21,0,17,3,9838,187,101,57,5,1,1,55,301.875,0,17.75735294117647
17,0,18,6,3758,61,59,36,3,2,1,30,388.76,0,21.59777777777778
11,0,11,4,5295,56,243,27,3,2,1,30,1186.04,0,107.82181818181817
12,1,11,4,2393,35,28,24,3,1,1,30,209.12,1,19.01090909090909
9,0,40,0,4075,67,7,4,3,1,1,30,193.68,0,4.8420000000000005
5,0,41,0,305,6,7,2,3,1,2,30,40.44,0,0.9863414634146341
11,0,39,0,2158,56,345,11,3,1,1,30,1468.56,0,37.65538461538461
11,0,40,0,3903,62,7,22,1,1,1,15,256.575,0,6.414375
5,0,40,0,2098,54,7,20,2,1,1,25,128.34,0,3.2085
12,0,40,0,3480,78,18,15,3,1,1,30,214.32,0,5.358
5,0,40,0,2065,35,271,5,3,1,1,30,1168.0,0,29.2
14,0,39,1,8820,117,130,30,3,1,1,30,877.48,0,22.49948717948718
8,0,40,0,13478,165,7,31,3,1,1,30,573.72,0,14.343
8,0,40,0,4220,79,7,12,3,1,1,30,199.96,0,4.9990000000000006
7,0,40,1,5623,91,7,17,3,1,1,30,256.56,0,6.414
10,0,40,0,1943,50,7,4,3,1,2,30,107.72,0,2.693
26,0,40,2,14845,221,40,19,3,1,1,30,762.64,0,19.066
5,0,40,1,2800,23,469,9,3,1,1,30,1988.92,0,49.723
10,0,39,0,15190,178,136,17,2,1,1,25,1303.56,0,33.424615384615386
5,0,39,0,6205,82,172,13,3,1,1,30,939.48,0,24.08923076923077
5,0,39,0,580,10,7,2,2,1,2,25,58.05,0,1.4884615384615383
5,0,40,0,415,10,7,2,3,1,2,30,45.0,0,1.125
5,0,39,0,305,6,7,2,2,1,2,25,45.495,1,1.1665384615384615
5,0,39,0,7213,123,370,30,3,1,1,30,1773.44,0,45.47282051282051
8,0,39,0,11170,150,7,34,4,1,1,45,300.5,0,7.705128205128205
9,0,39,0,6423,71,94,24,2,1,1,25,715.23,0,18.33923076923077
24,0,35,0,660,43,7,4,3,1,2,30,56.12,1,1.6034285714285714
22,0,38,7,10140,89,7,29,5,1,1,55,163.935,0,4.314078947368421
14,0,38,0,5523,94,12,11,2,1,1,25,306.765,1,8.072763157894736
5,0,36,1,2545,18,7,6,3,1,1,30,130.52,0,3.6255555555555556
10,0,37,0,2695,37,7,3,3,1,2,30,137.28,1,3.71027027027027
10,0,38,0,1973,40,20,18,3,1,2,30,160.52,1,4.224210526315789
5,1,38,0,305,6,7,2,3,1,2,30,40.44,1,1.0642105263157895
5,0,38,1,1373,21,7,2,4,1,1,45,52.35,0,1.3776315789473685
5,0,35,0,6490,93,7,9,5,1,1,55,109.245,0,3.1212857142857144
5,0,38,0,305,6,7,2,4,1,2,45,25.275,1,0.6651315789473684
5,0,38,0,305,6,7,2,5,1,1,55,15.165,0,0.39907894736842103
26,0,33,2,15780,234,7,67,2,1,1,25,752.13,0,22.791818181818183
7,0,36,2,6670,112,257,20,3,2,1,30,1299.28,0,36.09111111111111
5,0,38,0,3423,78,7,15,3,1,1,30,168.04,0,4.422105263157895
5,0,37,0,1370,40,24,7,3,1,2,30,152.4,0,4.1189189189189195
7,0,38,0,2485,49,161,10,2,1,1,25,838.53,0,22.06657894736842
5,0,29,1,1020,32,179,2,3,2,1,30,758.08,0,26.140689655172416
5,0,28,0,1273,35,16,55,4,1,1,45,72.7,0,2.5964285714285715
12,0,29,0,405,21,7,2,3,1,2,30,45.04,0,1.553103448275862
5,0,28,0,305,6,7,2,4,1,2,45,25.275,0,0.9026785714285713
11,0,27,1,930,28,7,2,2,1,1,25,74.61,0,2.763333333333333
5,0,27,0,2930,57,7,10,3,1,1,30,147.48,0,5.462222222222222
5,0,20,1,1400,22,14,2,2,1,1,25,126.99,0,6.3495
17,0,19,0,6098,137,71,29,2,2,1,25,600.075,0,31.582894736842107
13,0,17,0,8638,167,59,27,5,1,1,55,220.575,0,12.975
9,0,18,2,2558,41,17,6,3,1,1,30,171.96,0,9.553333333333335
5,0,11,1,4095,36,201,25,3,1,1,30,969.24,0,88.11272727272727
5,1,11,1,1193,15,7,2,3,1,1,30,76.32,1,6.938181818181818
13,0,41,2,4790,83,44,23,3,1,1,30,370.92,0,9.046829268292683
5,0,42,0,738,17,46,10,3,1,2,30,214.2,0,5.1
15,0,40,2,2873,72,398,30,3,1,1,30,1709.8,0,42.745
15,0,41,2,4618,78,40,41,1,1,1,15,478.28,0,11.665365853658535
8,0,41,2,2813,70,41,39,2,1,1,25,314.235,0,7.6642682926829275
16,0,41,3,4195,94,71,34,3,1,1,30,455.56,0,11.111219512195122
9,0,41,2,2780,51,324,24,4,1,1,45,880.775,0,21.48231707317073
18,0,40,4,9535,133,183,49,3,1,1,30,1118.72,0,27.968
12,0,41,2,14193,181,39,50,3,1,1,30,730.96,0,17.82829268292683
12,0,41,3,4935,95,41,31,4,1,1,45,228.25,0,5.567073170731708
11,0,41,2,6338,107,46,18,3,1,1,30,441.8,0,10.77560975609756
14,1,41,0,2658,66,47,23,4,1,2,45,185.6,0,4.5268292682926825
30,0,41,5,15560,237,93,38,3,1,1,30,1003.88,0,24.484878048780487
9,0,41,3,3515,39,522,14,4,1,1,45,1393.85,0,33.99634146341463
14,0,40,2,15905,194,189,36,3,1,1,30,1399.96,0,34.999
8,0,40,3,6920,98,225,32,4,1,1,45,737.95,0,18.44875
5,0,40,0,1295,26,39,17,3,1,2,30,208.84,0,5.221
7,0,41,0,1130,26,52,14,3,1,2,30,254.24,0,6.200975609756098
5,0,40,0,420,12,39,6,3,1,2,30,173.28,1,4.332
8,0,40,2,7928,139,423,49,3,1,1,30,2014.68,0,50.367000000000004
12,0,40,3,11885,166,50,53,4,1,1,45,426.275,0,10.656875
13,0,40,3,7138,87,147,43,3,1,1,30,877.0,0,21.925
28,1,36,0,1375,59,55,23,3,1,2,30,277.36,1,7.704444444444444
26,0,39,10,10855,105,40,48,5,2,1,55,224.4,0,5.753846153846154
18,0,39,3,6238,110,65,30,3,1,1,30,513.92,0,13.177435897435897
6,0,37,2,3260,34,39,20,4,1,1,45,179.85,0,4.86081081081081
14,0,38,0,3410,53,48,22,3,1,2,30,330.52,1,8.697894736842105
14,1,39,0,2688,56,73,37,4,1,2,45,251.1,1,6.438461538461539
5,0,39,0,553,14,39,8,3,1,2,30,178.68,1,4.581538461538462
6,0,39,2,2088,37,39,12,4,1,1,45,150.625,0,3.8621794871794872
8,0,36,3,7205,109,53,28,5,1,1,55,189.21,0,5.255833333333333
5,0,39,0,1048,19,48,10,4,1,2,45,146.675,1,3.7608974358974363
5,0,39,3,758,16,43,8,5,1,1,55,76.11,0,1.9515384615384614
30,0,34,5,16495,250,39,86,2,2,1,25,929.025,0,27.324264705882353
11,0,37,5,7385,128,310,39,3,2,1,30,1540.52,0,41.63567567567568
7,0,39,2,4138,94,41,34,3,1,1,30,333.28,0,8.545641025641025
8,0,38,0,2085,56,77,26,4,1,2,45,246.025,0,6.474342105263158
11,0,39,2,3200,65,214,29,3,1,1,30,986.6,0,25.297435897435896
9,0,30,3,1735,48,232,17,3,2,1,30,999.32,0,33.31066666666667
9,0,29,2,1988,51,69,74,5,1,1,55,134.085,0,4.623620689655173
16,0,30,0,1120,37,49,13,3,1,2,30,242.28,0,8.076
5,0,29,0,1245,22,60,9,4,1,2,45,181.675,0,6.264655172413794
15,0,28,2,1645,44,58,19,2,1,1,25,337.005,0,12.035892857142857
7,0,28,2,3645,73,47,29,4,1,1,45,210.45,0,7.516071428571428
7,0,21,2,2115,38,67,20,3,1,1,30,354.12,0,16.862857142857145
21,0,20,3,6813,153,124,48,2,2,1,25,871.47,0,43.5735
17,0,18,2,9353,183,112,46,5,1,1,55,311.04,0,17.28
13,0,19,5,3273,57,70,25,4,1,1,45,258.25,0,13.592105263157896
7,0,12,3,4810,52,254,16,3,1,1,30,1210.48,0,100.87333333333333
8,1,12,3,1908,31,39,13,3,1,1,30,233.56,1,19.463333333333335
13,0,39,0,4560,71,7,15,2,1,1,25,239.895,0,6.151153846153846
5,0,40,0,305,6,7,2,2,1,2,25,45.495,0,1.137375
15,0,38,0,2643,60,334,22,2,1,1,25,1624.635,0,42.75355263157895
15,0,39,0,4388,66,7,33,1,1,1,15,283.47,0,7.268461538461539
8,0,39,0,2583,58,7,31,1,1,1,15,183.755,0,4.711666666666667
16,0,39,1,3965,82,7,26,3,1,1,30,189.88,0,4.868717948717949
9,0,39,0,2550,39,260,16,3,1,1,30,1143.56,0,29.32205128205128
18,0,38,2,9305,121,119,41,3,1,1,30,853.04,0,22.448421052631577
12,0,39,0,13963,169,7,42,3,1,1,30,593.28,0,15.212307692307691
12,0,39,1,4705,83,7,23,3,1,1,30,219.52,0,5.628717948717949
11,0,39,0,6108,95,7,10,2,1,1,25,310.635,0,7.965
14,1,39,0,2428,54,7,15,3,1,2,30,127.28,0,3.2635897435897436
30,0,39,3,15330,225,29,30,3,1,1,30,738.2,0,18.92820512820513
9,0,39,1,3285,27,458,6,3,1,1,30,1964.48,0,50.37128205128205
14,0,38,0,15675,182,125,28,2,1,1,25,1276.065,0,33.580657894736845
8,0,38,1,6690,86,161,24,3,1,1,30,915.04,0,24.08
5,0,38,0,1065,14,7,9,2,1,2,25,80.055,0,2.1067105263157897
7,0,39,0,900,14,7,6,2,1,2,25,72.63,0,1.8623076923076922
5,0,38,0,305,6,7,2,2,1,2,25,45.495,1,1.197236842105263
8,0,38,0,7698,127,359,41,2,1,1,25,1967.625,0,51.7796052631579
12,0,38,1,11655,154,7,45,3,1,1,30,500.36,0,13.167368421052632
13,0,38,1,6908,75,83,35,2,1,1,25,687.735,0,18.09828947368421
28,1,34,0,1145,47,7,15,2,1,2,25,85.14,1,2.5041176470588233
26,0,37,8,10625,93,7,40,4,1,1,45,285.45,0,7.714864864864865
18,0,37,1,6008,98,7,22,2,1,1,25,306.27,1,8.277567567567568
6,0,35,0,3030,22,7,12,3,1,1,30,150.08,0,4.288
14,0,36,0,3180,41,7,14,3,1,2,30,156.84,1,4.3566666666666665
14,0,37,0,2458,44,9,29,3,1,2,30,136.08,1,3.677837837837838
5,1,37,0,305,6,7,2,3,1,2,30,40.44,1,1.092972972972973
6,0,37,0,1858,25,7,4,3,1,1,30,103.32,0,2.7924324324324323
8,0,34,1,6975,97,7,20,4,1,1,45,194.3,0,5.714705882352941
5,0,37,0,818,7,7,2,4,1,2,45,38.125,1,1.0304054054054055
5,0,37,1,305,6,7,2,5,1,1,55,15.165,0,0.40986486486486484
30,0,32,3,16265,238,7,78,2,1,1,25,774.135,0,24.19171875
11,0,35,3,7155,116,246,31,2,2,1,25,1434.195,0,40.977
7,0,37,0,3908,82,7,26,2,1,1,25,211.05,0,5.704054054054055
8,0,36,0,1855,44,13,18,3,1,2,30,127.96,0,3.554444444444444
11,0,37,0,2970,53,150,21,2,1,1,25,811.035,0,21.919864864864863
9,0,28,1,1505,36,168,9,2,2,1,25,825.345,0,29.476607142857144
9,0,27,0,1758,39,7,66,4,1,1,45,62.425,0,2.312037037037037
16,0,28,0,890,25,7,5,2,1,2,25,72.675,0,2.595535714285714
5,0,27,0,1015,10,7,2,4,1,2,45,43.125,0,1.5972222222222223
15,0,26,0,1415,32,7,11,2,1,1,25,96.615,0,3.715961538461538
7,0,26,0,3415,61,7,21,3,1,1,30,167.04,0,6.424615384615384
7,0,19,0,1885,26,7,12,2,1,1,25,117.495,0,6.183947368421053
21,0,18,1,6583,141,60,40,1,2,1,15,699.82,0,38.878888888888895
17,0,16,0,9123,171,48,38,4,1,1,45,352.35,0,22.021875
13,0,17,3,3043,45,7,17,3,1,1,30,151.52,0,8.91294117647059
7,0,10,1,4580,40,190,8,3,1,1,30,944.8,0,94.47999999999999
8,0,10,1,1678,19,7,5,3,1,1,30,95.88,1,9.588
15,0,40,1,4865,78,21,22,3,1,1,30,281.72,0,7.043000000000001
7,0,41,0,813,12,23,9,3,1,2,30,125.0,0,3.048780487804878
17,0,39,1,2948,67,375,29,3,1,1,30,1620.6,0,41.55384615384615
17,0,40,1,4693,73,17,40,1,1,1,15,355.63,0,8.89075
10,0,40,1,2888,65,18,38,2,1,1,25,213.885,0,5.347125
18,0,40,2,4270,89,48,33,3,1,1,30,366.36,0,9.159
11,0,40,1,2855,46,301,23,3,1,1,30,1320.04,0,33.001
20,0,39,3,9610,128,160,48,3,1,1,30,1029.52,0,26.39794871794872
14,0,40,1,14268,176,16,49,3,1,1,30,641.76,0,16.044
14,0,40,2,5010,90,18,30,3,1,1,30,276.0,0,6.9
13,0,40,1,6413,102,23,17,3,1,1,30,352.6,0,8.815000000000001
16,0,40,0,2733,61,24,22,3,1,2,30,207.76,0,5.194
32,1,40,4,15635,232,70,37,3,1,1,30,914.68,0,22.866999999999997
11,0,40,2,3590,34,499,13,3,1,1,30,2140.96,0,53.524
16,0,39,1,15980,189,166,35,2,1,1,25,1474.605,0,37.81038461538461
10,0,39,2,6995,93,202,31,3,1,1,30,1091.52,0,27.987692307692306
7,0,39,0,1370,21,16,16,2,1,2,25,134.595,0,3.4511538461538462
9,0,40,0,1205,21,29,13,3,1,2,30,165.04,0,4.1259999999999994
7,0,39,0,495,7,16,5,2,1,2,25,94.59,1,2.4253846153846155
10,0,39,1,8003,134,400,48,3,1,1,30,1925.48,0,49.37128205128205
14,0,39,2,11960,161,27,52,4,1,1,45,370.525,0,9.500641025641025
15,0,39,2,7213,82,124,42,2,1,1,25,886.275,0,22.724999999999998
30,1,35,0,1450,54,32,22,3,1,2,30,188.16,1,5.376
28,0,38,9,10930,100,17,47,5,1,1,55,190.95,0,5.0249999999999995
20,0,38,2,6313,105,42,29,2,1,1,25,477.81,0,12.573947368421052
8,0,36,1,3335,29,16,19,3,1,1,30,198.56,0,5.515555555555555
16,1,37,0,3485,48,25,21,3,1,2,30,241.32,1,6.522162162162162
16,1,38,0,2763,51,50,36,4,1,2,45,195.35,1,5.140789473684211
7,0,38,0,628,9,16,7,3,1,2,30,89.48,1,2.3547368421052632
8,0,38,1,2163,32,16,11,4,1,1,45,94.875,0,2.4967105263157894
10,0,35,2,7280,104,30,27,5,1,1,55,155.76,0,4.450285714285714
7,0,38,0,1123,14,25,9,4,1,2,45,90.925,1,2.392763157894737
7,0,38,2,833,11,20,7,5,1,1,55,42.66,0,1.1226315789473684
32,0,33,4,16570,245,16,85,2,2,1,25,828.675,0,25.111363636363635
13,0,36,4,7460,123,287,38,3,2,1,30,1451.32,0,40.31444444444444
9,0,38,1,4213,89,18,33,3,1,1,30,244.08,0,6.423157894736843
10,0,37,0,2160,51,54,25,3,1,2,30,304.44,0,8.228108108108108
13,0,38,1,3275,60,191,28,2,1,1,25,1009.575,0,26.56776315789474
11,0,29,2,1810,43,209,16,3,2,1,30,910.12,0,31.38344827586207
11,0,28,1,2063,46,46,73,5,1,1,55,100.635,0,3.594107142857143
18,0,29,0,1195,32,26,12,3,1,2,30,153.08,0,5.278620689655173
7,0,28,0,1320,17,37,8,4,1,2,45,125.925,0,4.4973214285714285
17,0,27,1,1720,39,35,18,2,1,1,25,236.655,0,8.765
9,0,27,1,3720,68,24,28,3,1,1,30,247.52,0,9.167407407407408
9,0,20,1,2190,33,44,19,3,1,1,30,264.92,0,13.246
23,0,19,2,6887,148,101,47,2,2,1,25,771.075,0,40.58289473684211
19,0,17,1,9427,178,89,45,5,1,1,55,277.575,0,16.32794117647059
15,0,18,4,3347,52,47,24,3,1,1,30,323.96,0,17.997777777777777
9,0,11,2,4885,47,231,15,3,1,1,30,1121.28,0,101.93454545454546
10,1,11,2,1982,26,16,12,3,1,1,30,144.32,1,13.12
11,0,40,1,4485,76,3,16,3,1,1,30,194.44,0,4.861
3,0,41,0,433,10,5,3,3,1,2,30,37.72,0,0.9199999999999999
13,0,39,1,2568,65,357,23,3,1,1,30,1533.32,0,39.31589743589743
13,0,40,1,4313,71,0,34,1,1,1,15,241.12,0,6.0280000000000005
6,0,40,1,2508,63,0,32,2,1,1,25,115.695,0,2.892375
14,0,40,2,3890,87,30,27,3,1,1,30,279.08,0,6.976999999999999
7,0,40,1,2475,44,283,17,3,1,1,30,1232.76,0,30.819
16,0,39,3,9230,126,142,42,3,1,1,30,942.24,0,24.16
10,0,40,1,13888,174,0,43,3,1,1,30,562.48,0,14.062000000000001
10,0,40,2,4630,88,0,24,3,1,1,30,188.72,0,4.718
9,0,40,1,6033,100,5,11,3,1,1,30,265.32,0,6.633
12,1,40,0,2353,59,6,16,3,1,2,30,120.48,0,3.012
28,0,40,4,15255,230,52,31,3,1,1,30,827.4,0,20.685
7,0,40,2,3210,32,481,7,3,1,1,30,2053.68,0,51.342
12,0,39,1,15600,187,148,29,2,1,1,25,1376.415,0,35.292692307692306
6,0,39,2,6615,91,184,25,3,1,1,30,1004.24,0,25.74974358974359
3,0,39,0,990,19,0,10,2,1,2,25,45.405,0,1.1642307692307692
5,0,40,0,825,19,11,7,3,1,2,30,77.76,0,1.9440000000000002
0,0,39,0,0,0,0,0,2,1,2,25,0.0,1,0.0
6,0,39,1,7623,132,382,42,3,1,1,30,1838.2,0,47.13333333333333
10,0,39,2,11580,159,9,46,4,1,1,45,315.975,0,8.101923076923077
11,0,39,2,6833,80,106,36,2,1,1,25,788.085,0,20.207307692307694
26,1,35,0,1070,52,14,16,3,1,2,30,100.88,1,2.882285714285714
24,0,38,9,10550,98,0,41,5,1,1,55,159.72,0,4.203157894736842
16,0,38,2,5933,103,24,23,2,1,1,25,379.62,0,9.99
4,0,36,1,2955,27,0,13,3,1,1,30,119.28,0,3.3133333333333335
12,0,37,0,3105,46,7,15,3,1,2,30,154.04,1,4.163243243243243
12,0,38,0,2383,49,32,30,4,1,2,45,140.8,1,3.7052631578947373
3,0,38,0,248,7,0,1,3,1,2,30,10.2,1,0.26842105263157895
4,0,38,1,1783,30,0,5,4,1,1,45,45.325,0,1.1927631578947369
6,0,35,2,6900,102,12,21,5,1,1,55,123.03,0,3.515142857142857
3,0,38,0,743,12,7,3,4,1,2,45,36.375,1,0.9572368421052632
3,0,38,2,453,9,2,1,5,1,1,55,9.93,0,0.2613157894736842
28,0,33,4,16190,243,0,79,2,2,1,25,739.485,0,22.408636363636365
9,0,36,4,7080,121,269,32,3,2,1,30,1364.04,0,37.89
5,0,38,1,3833,87,0,27,3,1,1,30,156.8,0,4.126315789473685
6,0,37,0,1780,49,36,19,3,1,2,30,217.16,0,5.869189189189189
9,0,38,1,2895,58,173,22,2,1,1,25,911.385,0,23.983815789473685
7,0,29,2,1430,41,191,10,3,2,1,30,822.84,0,28.37379310344828
7,0,28,1,1683,44,28,67,5,1,1,55,67.905,0,2.4251785714285714
14,0,29,0,815,30,8,6,3,1,2,30,65.8,0,2.268965517241379
3,0,28,0,940,15,19,2,4,1,2,45,71.375,0,2.549107142857143
13,0,27,1,1340,37,17,12,2,1,1,25,138.465,0,5.128333333333334
5,0,27,1,3340,66,6,22,3,1,1,30,160.24,0,5.934814814814815
5,0,20,1,1810,31,26,13,3,1,1,30,177.64,0,8.882
19,0,19,2,6507,146,83,41,2,2,1,25,672.885,0,35.415
15,0,17,1,9047,176,71,39,5,1,1,55,244.845,0,14.40264705882353
11,0,18,4,2967,50,29,18,3,1,1,30,236.68,0,13.148888888888889
5,0,11,2,4505,45,213,9,3,1,1,30,1034.0,0,94.0
6,1,11,2,1602,24,0,6,3,1,1,30,65.04,1,5.912727272727273
11,0,35,0,4675,71,4,18,2,1,1,25,231.57,0,6.616285714285714
3,0,36,0,623,5,6,5,2,1,2,25,55.26,0,1.535
13,0,34,0,2758,60,358,25,2,1,1,25,1737.81,0,51.11205882352941
13,0,35,0,4503,66,0,36,1,1,1,15,251.295,0,7.179857142857142
6,0,35,0,2698,58,1,34,1,1,1,15,157.08,0,4.488
14,0,35,1,4080,82,31,29,3,1,1,30,290.48,0,8.299428571428573
7,0,35,0,2665,39,284,19,3,1,1,30,1244.16,0,35.547428571428576
16,0,34,2,9420,121,143,44,3,1,1,30,953.64,0,28.048235294117646
10,0,35,0,14078,169,0,45,3,1,1,30,569.88,0,16.282285714285713
10,0,35,1,4820,83,1,26,3,1,1,30,200.12,0,5.717714285714286
9,0,35,0,6223,95,6,13,2,1,1,25,311.31,0,8.894571428571428
12,0,35,0,2543,54,7,18,3,1,2,30,131.88,0,3.768
28,0,35,3,15445,225,53,33,3,1,1,30,838.8,0,23.965714285714284
7,0,35,1,3400,27,482,9,3,1,1,30,2065.08,0,59.00228571428571
12,0,34,0,15790,182,149,31,2,1,1,25,1389.24,0,40.86
6,0,34,1,6805,86,185,27,3,1,1,30,1015.64,0,29.871764705882352
3,0,34,0,1180,14,0,12,2,1,2,25,53.73,0,1.5802941176470586
5,0,35,0,1015,14,12,9,2,1,2,25,100.305,0,2.865857142857143
0,0,34,0,0,0,0,0,2,1,2,25,0.0,1,0.0
6,0,34,0,7813,127,383,44,2,1,1,25,2080.8,0,61.2
10,0,34,1,11770,154,10,48,3,1,1,30,516.96,0,15.204705882352942
11,0,34,1,7023,75,107,38,2,1,1,25,800.91,0,23.556176470588234
26,1,30,0,1260,47,15,18,2,1,2,25,126.315,1,4.2105
24,0,33,8,10740,93,0,43,4,1,1,45,270.825,0,8.206818181818182
16,0,33,1,6123,98,25,25,2,1,1,25,392.445,1,11.892272727272728
4,0,31,0,3145,22,0,15,3,1,1,30,126.68,0,4.086451612903226
12,1,32,0,3295,41,8,17,3,1,2,30,165.44,1,5.17
12,0,33,0,2573,44,33,32,3,1,2,30,236.68,1,7.172121212121212
3,0,33,0,438,2,0,3,3,1,2,30,17.6,1,0.5333333333333333
4,0,33,0,1973,25,0,7,3,1,1,30,79.92,0,2.421818181818182
6,0,30,1,7090,97,13,23,4,1,1,45,212.175,0,7.072500000000001
3,0,33,0,933,7,8,5,4,1,2,45,43.5,1,1.3181818181818181
3,0,33,1,643,4,3,3,5,1,1,55,14.205,0,0.4304545454545455
28,0,28,3,16380,238,0,81,2,1,1,25,747.81,0,26.7075
9,0,31,3,7270,116,270,34,2,2,1,25,1547.37,0,49.91516129032258
5,0,33,0,4023,82,1,29,2,1,1,25,189.225,0,5.734090909090909
6,0,32,0,1970,44,37,21,3,1,2,30,228.56,0,7.1425
9,0,33,0,3085,53,174,24,2,1,1,25,924.21,0,28.006363636363638
7,0,24,1,1620,36,192,12,2,2,1,25,938.52,0,39.105
7,0,23,0,1873,39,29,69,4,1,1,45,120.3,0,5.230434782608696
14,0,24,0,1005,25,9,8,2,1,2,25,86.85,0,3.61875
3,0,23,0,1130,10,20,4,4,1,2,45,78.5,0,3.4130434782608696
13,0,22,0,1530,32,18,14,2,1,1,25,151.29,0,6.876818181818181
5,0,22,0,3530,61,7,24,3,1,1,30,171.64,0,7.801818181818181
5,0,15,0,2000,26,27,15,2,1,1,25,212.67,0,14.177999999999999
19,0,14,1,6697,141,84,43,1,2,1,15,838.09,0,59.86357142857143
15,0,12,0,9237,171,72,41,4,1,1,45,415.2,0,34.6
11,0,13,3,3157,45,30,20,3,1,1,30,248.08,0,19.083076923076923
5,0,6,1,4695,40,214,11,3,1,1,30,1045.4,0,174.23333333333335
6,0,6,1,1792,19,0,8,3,1,1,30,72.44,1,12.073333333333332
15,0,45,2,4675,83,20,20,3,1,1,30,270.32,0,6.007111111111111
7,0,46,0,623,17,22,7,3,1,2,30,113.6,0,2.4695652173913043
17,0,44,2,2758,72,374,27,3,1,1,30,1609.2,0,36.57272727272727
17,0,45,2,4503,78,16,38,1,1,1,15,339.955,0,7.554555555555555
10,0,45,2,2698,70,17,36,2,1,1,25,201.06,0,4.468
18,0,45,3,4080,94,47,31,3,1,1,30,354.96,0,7.888
